,time,species_0,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,ground_truth,timeseries_id,noise,n_species,did,seq_depth,n_timeseries,n_timepoints,sampling_scheme
0,0.0,0.04,0.05,0.01,0.02,0.02,0.07,0.01,0.09,0.07,0.03,10_sp_gt_3,36656,0.05,10,271,high,5,10,even
1,3.333333333333333,2.176592332407282,0.5834865896118709,0.2146648372486294,0.4324605817524328,0.8670208672840357,0.8174867735095385,0.0516864954021281,6.0254703132530905,0.1263903747008254,2.2131401865636318,10_sp_gt_3,36656,0.05,10,271,high,5,10,even
2,6.666666666666667,0.8416095091377912,0.2700346442740023,0.995382157281958,2.3846440541027936,3.5416362268118267,0.0671736171385824,0.0,7.718662920662259,10.27130159425963,6.177485097243938,10_sp_gt_3,36656,0.05,10,271,high,5,10,even
3,10.0,0.6794902281102058,5.815783572789389,0.1652571427714673,5.246935456242958,4.795038206808396,0.0143609326896578,0.0,3.89363544587189,4.250355361668707,1.941579655820382,10_sp_gt_3,36656,0.05,10,271,high,5,10,even
4,13.333333333333334,0.6359021610546463,5.390597516519532,0.0,4.913298544355777,4.828619633159271,0.3563644307191333,0.0,2.343503017172589,1.4068587459841484,0.5275051317656576,10_sp_gt_3,36656,0.05,10,271,high,5,10,even
5,16.666666666666668,1.4976865058465143,3.202278802226949,0.0,2.5411204922759043,5.677367079102141,2.8930141457575678,0.0,2.2066582032554733,0.8842026438542003,0.7544488869410741,10_sp_gt_3,36656,0.05,10,271,high,5,10,even
6,20.0,2.45470537185904,1.6495561653183024,0.0,1.325105628147926,6.28845145881162,2.963656934012336,0.0,3.273951806921272,1.41941384496079,3.251742338681061,10_sp_gt_3,36656,0.05,10,271,high,5,10,even
7,23.333333333333336,2.316835426086441,2.6920538517278287,0.0,3.0372643569603626,6.022370389689714,1.1585170294067624,0.0,4.720882708715618,3.548127017243192,3.815399699346306,10_sp_gt_3,36656,0.05,10,271,high,5,10,even
8,26.666666666666668,2.060104683999462,3.39895645988149,0.0,3.1948471283524653,6.605933137338314,1.7327179151335284,0.0,2.897637802638485,2.7019967377379017,2.442550104482318,10_sp_gt_3,36656,0.05,10,271,high,5,10,even
9,30.0,1.8945704199643485,3.1499778510758425,0.0,2.897879987788476,5.626485058202174,2.461565811185781,0.0,2.940336411809556,1.982273837398644,2.5108850961454707,10_sp_gt_3,36656,0.05,10,271,high,5,10,even
10,0.0,0.06,0.09,0.02,0.06,0.03,0.03,0.04,0.03,0.02,0.03,10_sp_gt_3,416304,0.05,10,271,high,5,10,even
11,3.333333333333333,1.9475859130054605,0.4939749895670456,0.734789990990748,0.8496790353996416,1.2277557711997795,0.2598970353010285,0.2549968597967025,4.340912643654139,0.0378904179894517,1.5475114789328672,10_sp_gt_3,416304,0.05,10,271,high,5,10,even
12,6.666666666666667,0.359613128909594,0.4114644490235037,0.7052903815444637,2.910213560473335,4.474153008864473,0.209594127727089,0.0168617865170573,7.908055266202959,10.176649136939634,5.192141624105111,10_sp_gt_3,416304,0.05,10,271,high,5,10,even
